Nom_exploitant,Raison_sociale,Description_infraction,Adresse_lieu_infraction,Type_etablissement,Information_etablissement,Date_infraction,Date_jugement,Date_publication,Amende,SOC_CD_LOI,SOC_NOM_LOI,SOC_CD_REGL,SOC_NOM_REGL,SOC_CD_ARTCL_INFRC,SOC_NOM_ARTCL_INFRC,SOC_CD_POURS,SOC_DESC_POURS,SOC_CD_REGRP_TYP_ENTT,SOC_DESC_REGRP_TYP_ENTT,Latitude,Longitude
COMPAGNIE NATIONALE D'IMPORTATION DE HARENGS LTEE,CIE NATIONALE D'IMPORTATION DE HARENGS,"L'EXPLOITANT VISE DOIT UTILISER DU MATERIEL OU DES INSTALLATIONS EN BON ETAT DE FONCTIONNEMENT CONCUS, CONSTRUITS, FABRIQUES, ENTRETENUS ET DISPOSES DE MANIERE A FONCTIONNER SELON L'USAGE PREVU, A PERMETTRE LE NETTOYAGE ET LA DESINFECTION DE TOUTES LES SURFACES ET DE MANIERE A NE PAS CONTAMINER LES PRODUITS.","9820 BOULEVARD RAY-LAWSON MONTREAL, (QC) H1J1L1",AUTRE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",04/25/2024 00:00:00,10/10/2025 00:00:00,10/10/2025 00:00:00,1200 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",               ,,3.2                 ,,3,VILLE DE MONTREAL,0,,45.6166996,-73.5618737
CAFE RESTAURANT BELAIR INC.,CAFE RESTAURANT BELAIR INC.,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","3391 RUE BELAIR MONTREAL, (QC) H2A2A6",RESTAURANT,,11/05/2024 00:00:00,01/26/2026 00:00:00,01/26/2026 00:00:00,3400 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.5592709,-73.5942918
9241-3178 QUEBEC INC.,CHEZ BENNY EXPRESS,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","2159 RUE SAINT-LOUIS MONTREAL, (QC) H4M1P1",RESTAURANT,,11/07/2024 00:00:00,01/26/2026 00:00:00,01/26/2026 00:00:00,2500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5107518,-73.5538168
9241-3178 QUEBEC INC.,CHEZ BENNY EXPRESS,"LES LIEUX, VEHICULES, EQUIPEMENTS, MATERIAUX ET USTENSILES SERVANT A LA PREPARATION AU CONDITIONNEMENT, A L'ENTREPOSAGE, AU TRANSPORT, A L'ETIQUETAGE ET AU SERVICE DES PRODUITS, AINSI QUE LES AUTRES INSTALLATIONS ET LOCAUX SANITAIRES, DOIVENT ETRE PROPRES.","2159 RUE SAINT-LOUIS MONTREAL, (QC) H4M1P1",RESTAURANT,,11/07/2024 00:00:00,01/26/2026 00:00:00,01/26/2026 00:00:00,1300 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,3,VILLE DE MONTREAL,21,RESTAURATION,45.5107518,-73.5538168
EPILYS INC.,EPILYS,LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.,"9204 BOULEVARD PIE-IX MONTREAL, (QC) H1Z4H7",HYPERMARCHE,,11/11/2024 00:00:00,07/25/2025 00:00:00,07/25/2025 00:00:00,2300 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,20,DÉTAIL,45.5802138,-73.6246668
9363-2917 QUEBEC INC.,RESTAURANT ESCONDITE VIEUX-PORT,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","12 RUE SAINT-PAUL OUEST MONTREAL, (QC) H2Y1Y7",RESTAURANT,,11/13/2024 00:00:00,08/20/2025 00:00:00,08/20/2025 00:00:00,3400 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.505309,-73.5538397
9171-6126 QUEBEC INC.,INTER MARCHE  BEAUBIEN,"NUL NE PEUT FAIRE EMPLOI SUR UN PRODUIT, SON RECIPIENT, SON ETIQUETTE, SON EMBALLAGE, SUR UN ECRITEAU AFFERENT OU DANS UN DOCUMENT CONCERNANT LA PUBLICITE, LA DETENTION, LA MANUTENTION OU LA MISE EN CIRCULATION D'UN PRODUIT POUR LA VENTE, D'UNE INDICATION INEXACTE, FAUSSE, TROMPEUSE OU SUSCEPTIBLE DE CREER CHEZ L'ACHETEUR UNE CONFUSION SUR L'ORIGINE, LA NATURE, LA CATEGORIE, LA CLASSE, LA QUALITE, L'ETAT, LA QUANTITE, LA COMPOSITION, LA CONSERVATION OU L'UTILISATION SECURITAIRE DU PRODUIT. EST ASSIMILEE A UNE INDICATION INEXACTE, FAUSSE OU TROMPEUSE, L'ABSENCE D'INDICATION OU UNE INDICATION INCOMPREHENSIBLE OU ILLISIBLE SUR L'UN DES ELEMENTS MENTIONNES CI-HAUT.","1451 RUE BEAUBIEN EST MONTREAL, (QC) H2G3C6",EPICERIE/BOUCHERIE,,11/15/2024 00:00:00,02/13/2026 00:00:00,02/13/2026 00:00:00,1200 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",               ,,4                   ,,3,VILLE DE MONTREAL,20,DÉTAIL,45.541546,-73.5983246
9449-5561 QUEBEC INC.,JARDIN DE PEKIN,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","4794 BOULEVARD SAINT-JEAN MONTREAL, (QC) H9H4B2",RESTAURANT,,11/21/2024 00:00:00,02/13/2026 00:00:00,02/13/2026 00:00:00,3400 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.489156,-73.8513233
9449-5561 QUEBEC INC.,JARDIN DE PEKIN,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","4794 BOULEVARD SAINT-JEAN MONTREAL, (QC) H9H4B2",RESTAURANT,,11/21/2024 00:00:00,02/13/2026 00:00:00,02/13/2026 00:00:00,3700 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.489156,-73.8513233
9345-5723 QUEBEC INC.,RESTO BAR NICKELS ST-LAURENT,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","1991 BOULEVARD MARCEL-LAURIN MONTREAL, (QC) H4R1K4",RESTAURANT,,11/26/2024 00:00:00,07/21/2025 00:00:00,07/21/2025 00:00:00,1500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5185623,-73.7000505
9458-7839 QUEBEC INC.,PATISSERIE RIYAD AL BASHA,"LES LIEUX, VEHICULES, EQUIPEMENTS, MATERIAUX ET USTENSILES SERVANT A LA PREPARATION AU CONDITIONNEMENT, A L'ENTREPOSAGE, AU TRANSPORT, A L'ETIQUETAGE ET AU SERVICE DES PRODUITS, AINSI QUE LES AUTRES INSTALLATIONS ET LOCAUX SANITAIRES, DOIVENT ETRE PROPRES.","6235 RUE JEAN-TALON EST MONTREAL, (QC) H1S1M9",PATISSERIE,,11/28/2024 00:00:00,09/04/2025 00:00:00,09/04/2025 00:00:00,800 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,3,VILLE DE MONTREAL,20,DÉTAIL,45.5898424,-73.577299
MARCHE D'ALIMENTATION COREEN MTL,MARCHE D'ALIMENTATION COREEN ET JAPONAIS,"TOUT PRODUIT CONDITIONNE EN VUE DE LA VENTE DOIT PORTER, EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT LES INSCRIPTIONS NECESSAIRES POUR REVELER LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT: LES NOM ET ADRESSE DU FABRICANT, PREPARATEUR, CONDITIONNEUR, EMBALLEUR, FOURNISSEUR OU DISTRIBUTEUR: LE LIEU DE FABRICATION, PREPARATION OU CONDITIONNEMENT DU PRODUIT. L'ENUMERATION DES COMPOSANTS DOIT FIGURER PAR ORDRE D'IMPORTANCE DECROISSANT. L'INDICATION DE POIDS DOIT TENIR COMPTE DE LA PERTE QUE PEUT NORMALEMENT SUBIR LE PRODUIT APRES SON CONDITIONNEMENT ET ETRE EXPRIMEE EN POIDS NET.","1829 RUE SAINTE-CATHERINE OUEST MONTREAL, (QC) H3H1M2",EPICERIE/BOUCHERIE,,08/07/2024 00:00:00,09/09/2024 00:00:00,09/09/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,3.3.3               ,INSCRIPTION OBLIGATOIRE,3,VILLE DE MONTREAL,20,DÉTAIL,45.4934929,-73.5800603
9348-4285 QUEBEC INC.,ZOE DESSERT ET THE,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","2160 RUE SAINT-MATHIEU MONTREAL, (QC) H3H2J4",RESTAURANT SERVICE RAPIDE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",09/04/2024 00:00:00,09/05/2024 00:00:00,09/05/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.4949472,-73.5814502
8789991 CANADA INC.,DIABLOS BBQ SMOKEHOUSE,"LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.","17 RUE PRINCE-ARTHUR EST MONTREAL, (QC) H2X1B2",RESTAURANT,,09/19/2024 00:00:00,03/07/2025 00:00:00,03/07/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.3               ,PERSONNEL,3,VILLE DE MONTREAL,21,RESTAURATION,45.5143143,-73.5723772
9466-1246 QUEBEC INC.,TARIM KEBAB EXPRESS,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","2002 RUE MACKAY MONTREAL, (QC) H3G2J1",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",10/11/2024 00:00:00,03/12/2026 00:00:00,03/12/2026 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.4966171,-73.5789917
ANH HUNG PHAM,SANDWICH VIETNAMIEN HOANG OANH,"TOUT PRODUIT CONDITIONNE EN VUE DE LA VENTE DOIT PORTER, EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT LES INSCRIPTIONS NECESSAIRES POUR REVELER LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT: LES NOM ET ADRESSE DU FABRICANT, PREPARATEUR, CONDITIONNEUR, EMBALLEUR, FOURNISSEUR OU DISTRIBUTEUR: LE LIEU DE FABRICATION, PREPARATION OU CONDITIONNEMENT DU PRODUIT. L'ENUMERATION DES COMPOSANTS DOIT FIGURER PAR ORDRE D'IMPORTANCE DECROISSANT. L'INDICATION DE POIDS DOIT TENIR COMPTE DE LA PERTE QUE PEUT NORMALEMENT SUBIR LE PRODUIT APRES SON CONDITIONNEMENT ET ETRE EXPRIMEE EN POIDS NET.","1071 BOULEVARD SAINT-LAURENT R-14 MONTREAL, (QC) H2Z1J6",EPICERIE/BOUCHERIE,,11/29/2023 00:00:00,05/15/2024 00:00:00,05/15/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,3.3.3               ,INSCRIPTION OBLIGATOIRE,3,VILLE DE MONTREAL,20,DÉTAIL,,
ETUDIANT SAVOUREUX BIRYANI INC.,ETUDIANT SAVOUREUX BIRYANI,LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.,"1620A AVENUE LINCOLN MONTREAL, (QC) H3H1G9",RESTAURANT,,01/15/2024 00:00:00,10/07/2024 00:00:00,10/07/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.4955801,-73.5808641
9462-2065 QUEBEC INC.,LE SURFIN,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","8005 AVENUE ANDRE-AMPERE MONTREAL, (QC) H1E2W6",RESTAURANT,,01/31/2024 00:00:00,12/20/2024 00:00:00,12/20/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.6352438,-73.5927666
DELVA ENTREPRISE INC.,GRIOT PLUS,LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.,"9111 BOULEVARD MAURICE-DUPLESSIS MONTREAL, (QC) H1E6M3",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",05/09/2024 00:00:00,12/20/2024 00:00:00,12/20/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.646368,-73.5710498
9479-5994 QUEBEC INC.,LE POKE STATION (VERDUN),"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","3922 RUE WELLINGTON MONTREAL, (QC) H4G1V3",RESTAURANT,,11/15/2023 00:00:00,05/15/2024 00:00:00,05/15/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.4645825,-73.5667043
9453-5523 QUEBEC INC.,SECOND CUP CAFE/QUESADA,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","1166 RUE SAINTE-CATHERINE OUEST MONTREAL, (QC) H3B1K1",RESTAURANT,,02/13/2024 00:00:00,01/31/2025 00:00:00,01/31/2025 00:00:00,4500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.4990804,-73.5735228
9390-5172 QUEBEC INC.,DELI365 EXPRESS,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","6680 AVENUE DU PARC MONTREAL, (QC) H2V4H9",RESTAURANT METS A EMPORTER,,02/13/2024 00:00:00,02/26/2025 00:00:00,02/26/2025 00:00:00,3000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.5275991,-73.6157042
TIMKEL INC.,TIM HORTONS,"LES LIEUX, VEHICULES, EQUIPEMENTS, MATERIAUX ET USTENSILES SERVANT A LA PREPARATION AU CONDITIONNEMENT, A L'ENTREPOSAGE, AU TRANSPORT, A L'ETIQUETAGE ET AU SERVICE DES PRODUITS, AINSI QUE LES AUTRES INSTALLATIONS ET LOCAUX SANITAIRES, DOIVENT ETRE PROPRES.","2155 BOULEVARD DE MAISONNEUVE EST MONTREAL, (QC) H2K4S3",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",02/29/2024 00:00:00,02/26/2025 00:00:00,02/26/2025 00:00:00,3000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,3,VILLE DE MONTREAL,21,RESTAURATION,45.5258068,-73.5516833
9106-3875 QUEBEC INC.,RESTAURANT BATON ROUGE,"LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.","5385 RUE DES JOCKEYS MONTREAL, (QC) H4P2T8",RESTAURANT,,03/01/2024 00:00:00,03/17/2025 00:00:00,03/17/2025 00:00:00,5500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2               ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.4937362,-73.6560148
SUPER CONDIMENTS INC.,SUPER CONDIMENTS,"NUL NE PEUT, SANS ETRE TITULAIRE D'UN PERMIS EN VIGUEUR, EXPLOITER UN LIEU OU UN VEHICULE OU EST EXERCEE L'ACTIVITE DE RESTAURATEUR.","1311 AVENUE VAN HORNE MONTREAL, (QC) H2V1K7",CASSE-CROUTE,,03/05/2024 00:00:00,03/24/2025 00:00:00,03/24/2025 00:00:00,5000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",               ,,9                   ,,3,VILLE DE MONTREAL,21,RESTAURATION,45.5211285,-73.6145031
9262-6118 QUEBEC INC.,RESTAURANT A&W,"LES LIEUX, VEHICULES, EQUIPEMENTS, MATERIAUX ET USTENSILES SERVANT A LA PREPARATION AU CONDITIONNEMENT, A L'ENTREPOSAGE, AU TRANSPORT, A L'ETIQUETAGE ET AU SERVICE DES PRODUITS, AINSI QUE LES AUTRES INSTALLATIONS ET LOCAUX SANITAIRES, DOIVENT ETRE PROPRES.","8000 BOULEVARD MAURICE-DUPLESSIS MONTREAL, (QC) H1E2Y9",RESTAURANT SERVICE RAPIDE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",03/13/2024 00:00:00,03/05/2025 00:00:00,03/05/2025 00:00:00,2000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,3,VILLE DE MONTREAL,21,RESTAURATION,45.6314501,-73.5889828
2854-7065 QUEBEC INC.,RESTAURANT LASALLE DRIVE-IN,"LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.","8760 BOULEVARD LASALLE MONTREAL, (QC) H8P1Y9",RESTAURANT,,01/31/2024 00:00:00,03/05/2025 00:00:00,03/05/2025 00:00:00,2500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1               ,TEMPERATURE DE CONSERVATION,3,VILLE DE MONTREAL,21,RESTAURATION,45.415012,-73.6215882
9320-4998 QUEBEC INC.,MOISSON BEAUBIEN,"TOUTE PERSONNE QUI SOLLICITE UN PERMIS DOIT TRANSMETTRE SA DEMANDE AU MINISTRE.LE MINISTRE DELIVRE LE PERMIS SI LE REQUERANT REMPLIT LES CONDITIONS DETERMINEES ET VERSE LES DROITS FIXES PAR REGLEMENT.AUCUN PERMIS NE PEUT ETRE DELIVRE A MOINS QUE, DE L?AVIS DU MINISTRE, L?OPERATION PROJETEE PAR LA PERSONNE QUI SOLLICITE LE PERMIS NE SOIT DESIRABLE DANS L?INTERET PUBLIC. LE MINISTRE IMPOSE, A CETTE FIN, TOUTE CONDITION OU RESTRICTION NECESSAIRES QU?IL DETERMINE ET LES INDIQUE AU PERMIS.","1373 RUE BEAUBIEN EST MONTREAL, (QC) H2G1B5",EPICERIE/BOUCHERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",02/02/2024 00:00:00,09/24/2025 00:00:00,09/24/2025 00:00:00,2500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",               ,,10                  ,,3,VILLE DE MONTREAL,20,DÉTAIL,45.5410626,-73.5989142
9250-5544 QUEBEC INC.,RESTAURANT BASHA MTL TRUST (LOCAL DE PREPARATION),"LES LIEUX, VEHICULES, EQUIPEMENTS, MATERIAUX ET USTENSILES SERVANT A LA PREPARATION AU CONDITIONNEMENT, A L'ENTREPOSAGE, AU TRANSPORT, A L'ETIQUETAGE ET AU SERVICE DES PRODUITS, AINSI QUE LES AUTRES INSTALLATIONS ET LOCAUX SANITAIRES, DOIVENT ETRE PROPRES.","1500 AVENUE MCGILL COLLEGE 133 MONTREAL, (QC) H3A3J5",LOCAL PREPARATION D'ALIMENTS,,02/15/2024 00:00:00,03/07/2025 00:00:00,03/07/2025 00:00:00,2000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,3,VILLE DE MONTREAL,20,DÉTAIL,45.5022325,-73.5726556
